34702,0,-122257e-9,216755e-9,-0.003752492
34703,0,0.001836549,0.004984289,0.005021944
34704,0,-0.00194854,-0.001078167,-0.004372159
34705,0,-0.001837852,-539665e-9,940869e-9
34708,-0.468539767,-0.003912009,0.00161987,-0.00219356
34709,-0.292494941,-0.003197644,97035e-8,0.003454825
34710,-0.189048447,106391e-9,538561e-9,0.003129845
34711,-0.347465742,-0.005015498,-430617e-9,-0.001248099
34712,-0.230668008,-0.007143759,0.010339257,0.008747275
34715,-0.258465681,-146252e-9,0.005756316,0
34716,-0.456954194,0.006549193,529942e-9,0
34717,-0.337595006,0.001465004,-0.001800847,-928922e-9
34718,-0.27805019,0.002439378,-0.005412289,-0.002480059
34719,-0.107517455,-0.004183209,-0.002774221,-0.004972005
34722,-0.265517224,-0.002396011,0.001711962,-624578e-9
34723,-0.31710972,0.003585849,534074e-9,0
34724,-0.381565059,-0.002300923,0.003309491,0.005000085
34725,-0.187319853,-0.001789074,0.00266014,0.002798478
34726,-0.52620272,-0.003253916,848987e-9,0.008682178
34729,-0.563065292,-0.003017897,-0.003393065,-0.001844469
34730,-0.431765393,0.001569139,0.004787743,0.002155728
34731,-0.160526641,0.005129605,-635324e-9,-0.002765798
34732,-0.374851624,0.002874714,0.005827506,-0.001848906
34733,-0.607253893,-775958e-9,0.01348362,0.013584309
34736,-0.655170659,-753949e-9,0.003533936,-0.002741367
34737,-0.719017391,-883038e-9,517866e-9,305531e-9
34738,-0.751379306,-0.003109379,-0.001345756,-610766e-9
34739,-0.71833737,259016e-9,621955e-9,-0.003666286
34740,-0.767699125,0.001102166,0.002071895,-0.002453222
34743,-0.750158611,-0.003422746,-620283e-9,614676e-9
34744,-0.89019861,0.001257796,724113e-9,0.005530007
34745,-0.820119139,-667305e-10,0.006408931,0.003971911
34746,-0.745949611,-0.00952534,-0.001027116,0.003043279
34747,-0.33017459,-0.005790781,-0.003804236,-910257e-9
34750,-0.194270018,-0.004269142,0,0
34751,-0.429719797,0.006753561,-10321e-8,-0.001214637
34752,-0.226289269,-0.004725746,0.005573906,0.007905176
34753,-0.045464757,482582e-9,0.003284746,-0.001206792
34754,-0.193548936,0.00274592,0,0.001510258
34757,-0.230322841,-0.00635474,-0.007673419,0.00995168
34758,-0.091058864,-375589e-9,0.007423446,-0.002687341
34759,-0.289346277,377028e-9,0.003274997,-0.005389272
34760,-0.240151001,-0.003149792,612058e-9,-0.004214225
34761,0.031308339,-0.014445296,-0.001223366,-0.003022931
